"institute_name","Total_cases_to_date","Total_students_to_date","Total_staff_to_date","Date","Article","Total_outbreaks_to_date","Outbreak_dates","Outbreak_Status","School_board","Type_of_school","City","Province","Latitude","Longitude","Is_Single","Is_Outbreak","Is_Cluster","Last_Reported_Date","Difference_In_Days","Total_Cases_Summed"
"St. John Catholic Elementary School","1 ; 1","1","1","2020-12-17 ; 2020-12-28","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-18T1630.html#Waterloo_CDSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-29T1630.html#Waterloo_CDSB_changed",0,NA,"Single/unlinked cases","Waterloo CDSB","TBA","Kitchener","ON",43.4491127,-80.5088484,0,0,0,"2020-12-28",42,2
"Monsignor Doyle Catholic Secondary School","1 ; 1 ; 2 ; 1","2","1 ; 1 ; 1","2020-12-02 ; 2020-12-07 ; 2020-12-08 ; 2020-12-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-03T1737.html#Waterloo_CDSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Waterloo_CDSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Waterloo_CDSB_changed ;https://masks4canada.org/2020/12/10/covid-19-school-report-cases-and-outbreak-2/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-19T1630.html#Waterloo_CDSB_changed",1,"2020-12-08","Declared outbreak","Waterloo CSDB","TBA","City of Cambridge","ON",43.3409853,-80.298,0,0,0,"2020-12-18",52,5
"Hespeler Public School","1","1",NA,"2020-12-01","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Cambridge","ON",43.4207453,-80.3050266,0,0,0,"2020-12-01",69,1
"Jean Steckle Public School","1 ; 1","1 ; 1",NA,"2020-11-24 ; 2020-12-30","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2021-01-04T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Kitchener","ON",43.3880671,-80.485129,0,0,0,"2020-12-30",40,2
"Preston High School","1","1",NA,"2020-11-24","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Cambridge","ON",43.3908104,-80.365343,0,0,0,"2020-11-24",76,1
"Lexington Public School","1 ; 1 ; 1","1 ; 1","1","2020-10-29 ; 2020-11-06 ; 2020-11-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-30T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-07T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Waterloo","ON",43.50175,-80.4965194,0,0,0,"2020-11-08",92,3
"Westmount Public School","1 ; 1","1","1","2020-10-18 ; 2020-12-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Kitchener","ON",43.4499487,-80.5214981,0,0,0,"2020-12-20",50,2
"Keatsway Public School","1","1",NA,"2020-10-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Waterloo","ON",43.4599569,-80.5461889,0,0,0,"2020-10-15",116,1
"Riverside Public School","1 ; 1 ; 1","1 ; 1","1","2020-09-21 ; 2020-11-29 ; 2020-12-27","https://www.cbc.ca/news/canada/kitchener-waterloo/elmira-riverside-public-school-covid-19-case-1.5732072 ; https://masks4canada.org/2020/09/22/covid19-school-report-wrdsb-riverside-public-school/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-28T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Elmira","ON",43.604217,-80.5709464,0,0,0,"2020-12-27",43,3
"Huron Heights Secondary School","1 ; 1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1 ; 1 ; 1",NA,"2020-09-21 ; 2020-10-01 ; 2020-10-02 ; 2020-10-04 ; 2020-10-06 ; 2020-11-01","https://masks4canada.org/2020/09/22/covid19-school-report-wrdsb-riverside-public-school/; https://masks4canada.org/2020/10/02/covid-19-school-report-huron-heights-ss/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-02T1545.html;https://masks4canada.org/2020/10/05/covid-19-school-report-huron-heights-ss-3/; https://kitchener.ctvnews.ca/huron-heights-reports-a-5th-student-with-covid-19-1.5135051;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Secondary","Kitchener","ON",43.394385,-80.4658099,0,0,0,"2020-11-01",99,6
"Williamsburg Public School","1 ; 1","1 ; 1",NA,"2020-09-21 ; 2020-11-30","https://masks4canada.org/2020/09/22/covid19-school-report-wrdsb-riverside-public-school/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Kitchener","ON",43.4025632,-80.5041628,0,0,0,"2020-11-30",70,2
"Clemens Mill Public School","1 ; 1 ; 3 ; 3 ; 1","1 ; 1 ; 3 ; 3 ; 1",NA,"2020-09-21 ; 2020-11-23 ; 2020-12-02 ; 2020-12-13 ; 2020-12-22","https://masks4canada.org/2020/09/22/covid19-school-report-wrdsb-riverside-public-school/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-03T1737.html#Waterloo_Regional_DSB_changed ; https://masks4canada.org/2020/12/06/covid-19-school-report-cases-and-outbreak/; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-13T1630.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-23T1630.html#Waterloo_Regional_DSB_changed",1,"2020-12-02","Declared outbreak","Waterloo Regional DSB","Elementary","Cambridge","ON",43.3895866,-80.2921461,0,0,0,"2020-12-22",48,9
"Forest Heights Collegiate Institute","1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1 ; 1 ; 1","1 ; 1","2020-09-21 ; 2020-11-27 ; 2020-11-29 ; 2020-12-01 ; 2020-12-07 ; 2020-12-15 ; 2020-12-22 ; 2020-12-27","https://masks4canada.org/2020/09/22/covid19-school-report-wrdsb-riverside-public-school/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html#Waterloo_Regional_DSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-29T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-23T1630.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-28T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Secondary","Kitchener","ON",43.4258866,-80.5219633,0,0,0,"2020-12-27",43,8
"Preston High School","1","1",NA,"2020-09-22","https://masks4canada.org/2020/09/23/covid19-school-report-wrdsb-schools-september-22-2020/",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Secondary","Cambridge","ON",43.3908104,-80.365343,0,0,0,"2020-09-22",139,1
"Forest Hill Public School","1","1",NA,"2020-09-22","https://masks4canada.org/2020/09/23/covid19-school-report-wrdsb-schools-september-22-2020/",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Kitchener","ON",43.4261387,-80.5057261,0,0,0,"2020-09-22",139,1
"Cameron Heights Collegiate Institute","2 ; 1 ; 1 ; 2 ; 1 ; 1","2 ; 1 ; 1 ; 2 ; 1 ; 1",NA,"2020-09-22 ; 2020-10-15 ; 2020-12-05 ; 2020-12-16 ; 2020-12-17 ; 2020-12-18","https://masks4canada.org/2020/09/23/covid19-school-report-wrdsb-schools-september-22-2020/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-05T1545.html#Waterloo_Regional_DSB_changed; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-18T1630.html#Waterloo_Regional_DSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-19T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Secondary","Kitchener","ON",43.4446408,-80.4817313,0,0,0,"2020-12-18",52,8
"Kitchener Waterloo Collegiate and Vocational School","1 ; 1 ; 1 ; 1","1 ; 1 ; 1","1","2020-09-23 ; 2020-09-25 ; 2020-11-24 ; 2021-01-03","https://masks4canada.org/2020/09/24/covid19-school-report-wrdsb-schools-september-23-2020/ ; https://masks4canada.org/2020/09/30/covid-19-school-report-kitchener-waterloo-collegiate-and-vocational-school/ ; https://masks4canada.org/2020/10/23/covid-19-school-report-waterloo-region-public-health/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2021-01-05T1630.html#Waterloo_Regional_DSB_changed",1,"2020-09-25","Declared outbreak","Waterloo Regional DSB","Secondary","Kitchener","ON",43.455668,-80.509026,0,0,0,"2021-01-03",36,4
"Edna Staebler Public School","1",NA,"1","2020-09-06","https://est.wrdsb.ca/2020/09/06/confirmed-covid-19-case-staff-member-at-edna-staebler/",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Waterloo","ON",43.4506122,-80.5774341,0,0,0,"2020-09-06",155,1
"Moffat Creek Public School","1 ; 1","1","1","2020-09-29 ; 2020-12-03","https://masks4canada.org/2020/09/30/covid-19-school-report-moffat-creek-ps/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Cambridge","ON",43.3459362,-80.2759354,0,0,0,"2020-12-03",67,2
"Conestogo Public School","1","1",NA,"2020-09-30","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-01T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Conestogo","ON",43.541877,-80.508382,0,0,0,"2020-09-30",131,1
"J F Carmichael Public School","2","2",NA,"2020-10-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-10T1545.html#Waterloo_CDSB_changed",1,"2020-10-09","Declared outbreak","Waterloo Regional DSB","Elementary","Kitchener","ON",43.4400397,-80.5042066,0,0,0,"2020-10-09",122,2
"Waterloo Collegiate Institute","1 ; 1 ; 1","1 ; 1 ; 1",NA,"2020-10-08 ; 2020-10-13; 2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-08T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-14T2034.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Secondary","Waterloo","ON",43.479474,-80.530252,0,0,0,"2020-11-16",84,3
"Groh Public School","1","1",NA,"2020-10-13","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-14T2034.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Waterloo","ON",43.3720356,-80.438956,0,0,0,"2020-10-13",118,1
"Elmira District Secondary School","1 ; 1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1 ; 1","1","2020-10-13 ; 2020-11-17 ; 2020-11-30 ; 2020-12-03 ; 2020-12-16 ; 2020-12-31","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-14T2034.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html#Waterloo_Regional_DSB_changed ; https://masks4canada.org/2020/12/06/covid-19-school-report-cases-and-outbreak/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2021-01-04T1630.html#Waterloo_Regional_DSB_changed",1,"2020-12-03","Declared outbreak","Waterloo Regional DSB","Secondary","Elmira","ON",43.5937954,-80.5617534,0,0,0,"2020-12-31",39,6
"Galt Collegiate Institute & Vocational School","1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1","1","2020-10-19 ; 2020-11-08 ; 2020-11-17 ; 2020-11-29 ; 2020-12-07 ; 2020-12-11 ; 2020-12-16 ; 2020-12-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-20T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-08T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-17T1630.html#Waterloo_Regional_DSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-19T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Secondary","Cambridge","ON",43.3690499,-80.318517,0,0,0,"2020-12-18",52,8
"Wilson Avenue Public School","1 ; 1 ; 1 ; 1","1 ; 1","1 ; 1","2020-10-20 ; 2020-11-25 ; 2020-12-21 ; 2020-12-27","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-21T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-26T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-22T1630.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-28T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Kitchener","ON",43.4263583,-80.4530776,0,0,0,"2020-12-27",43,4
"Tait Street Public School","1","1",NA,"2020-10-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-22T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Cambridge","ON",43.3390631,-80.3234867,0,0,0,"2020-10-21",110,1
"J F Carmichael Public School","2 ; 1","2 ; 1",NA,"2020-10-09 ; 2020-12-10","https://masks4canada.org/2020/10/23/covid-19-school-report-waterloo-region-public-health/ ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-10T1545.html#Waterloo_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Waterloo_Regional_DSB_changed",1,"2020-10-09","Declared outbreak","Waterloo Regional DSB","Elementary","Kitchener","ON",43.4400397,-80.5042066,0,0,0,"2020-12-10",60,3
"Janet Metcalfe Public School","1 ; 1","1 ; 1",NA,"2020-10-23 ; 2020-11-24","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-24T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Kitchener","ON",43.3851261,-80.4994292,0,0,0,"2020-11-24",76,2
"Queensmount Senior Public School","1","1",NA,"2020-11-01","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Kitchener","ON",43.4341458,-80.5112142,0,0,0,"2020-11-01",99,1
"Manchester Public School","1","1",NA,"2020-10-31","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-31T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Cambridge","ON",43.371129,-80.313643,0,0,0,"2020-10-31",100,1
"Avenue Road Public School","1 ; 1 ; 1","1","1 ; 1","2020-10-31 ; 2020-11-05 ; 2020-12-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-31T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html#Waterloo_Regional_DSB_changed ; https://masks4canada.org/2020/11/09/covid-19-school-report-waterloo-regional-dsb/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Waterloo_Regional_DSB_changed",1,"2020-11-05","Declared outbreak","Waterloo Regional DSB","TBA","Cambridge","ON",43.3798204,-80.3131681,0,0,0,"2020-12-20",50,3
"Southwood Secondary School","1 ; 1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1","1","2020-11-05 ; 2020-11-26 ; 2020-12-05 ; 2020-12-11 ; 2020-12-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Cambridge","ON",43.349066,-80.336881,0,0,0,"2020-12-18",52,5
"Lincoln Heights Public School","2 ; 1 ; 1 ; 1","2 ; 1 ; 1","1","2020-11-09 ; 2020-12-15 ; 2020-12-20 ; 2020-12-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Waterloo_Regional_DSB_changed;https://masks4canada.org/2020/12/21/covid-19-school-report-cases-and-outbreaks-3/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#Waterloo_Regional_DSB_changed",1,"2020-12-20","Declared outbreak","Waterloo Regional DSB","TBA","Waterloo","ON",43.4819687,-80.5078105,0,0,0,"2020-12-21",49,5
"Abraham Erb Public School","1 ; 1",NA,"1 ; 1","2020-11-08 ; 2020-12-01","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Waterloo","ON",43.4698251,-80.5972421,0,0,0,"2020-12-01",69,2
"Mary Johnston Public School","1",NA,"1","2020-11-13","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-14T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Waterloo","ON",43.4582082,-80.5645396,0,0,0,"2020-11-13",87,1
"Sir Adam Beck Public School","1 ; 1 ; 1","1 ; 1","1","2020-11-15 ; 2020-11-20 ; 2020-11-25","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-21T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-26T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Wilmot","ON",43.4019137,-80.6860053,0,0,0,"2020-11-25",75,3
"Westvale Public School","1","1",NA,"2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Waterloo","ON",43.4450334,-80.5601119,0,0,0,"2020-11-16",84,1
"MacGregor Senior Public School","1 ; 1","1 ; 1",NA,"2020-11-17 ; 2021-01-03","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html#Waterloo_Regional_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2021-01-05T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Waterloo","ON",43.4703301,-80.526125,0,0,0,"2021-01-03",36,2
"Centennial Public School","1 ; 2","2","1","2020-11-17 ; 2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Waterloo_Regional_DSB_changed ;https://masks4canada.org/2020/11/24/covid-19-school-report-waterloo-regional-dsb-2/",1,"2020-11-22","Declared outbreak","Waterloo Regional DSB","Elementary","Cambridge","ON",43.4233095,-80.3187275,0,0,0,"2020-11-22",78,3
"Stewart Avenue Public School","1","1",NA,"2020-11-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","City of Cambridge","ON",43.349037,-80.3025115,0,0,0,"2020-11-19",81,1
