"institute.name","Total.cases.to.date","Total.students.to.date","Total.staff.to.date","Date","Article","Total.outbreaks.to.date","Outbreak.dates","Outbreak.Status","School.board","Type_of_school","City","Province","Latitude","Longitude"
"École élémentaire Laure-Riese","1;1","1;1",NA,"2020-09-22 ; 2020-10-19","https://masks4canada.org/2020/09/24/ecole-elementaire-laure-riese-2020-09-22/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html#CS_Viamonde_changed",0,NA,"Single/unlinked cases","CS Viamonde","Elementary","Scarborough","ON",43.8222719,-79.2773353
"Edna Staebler Public School","1",NA,"1","2020-09-06","https://est.wrdsb.ca/2020/09/06/confirmed-covid-19-case-staff-member-at-edna-staebler/",0,NA,"Single/unlinked cases","Waterloo Regional DSB","Elementary","Waterloo","ON",43.4506122,-80.5774341
"École secondaire catholique Franco-Cité","1;1;2;1;2;1;2;1;2;1;1;1;3","1;1;1;1;2;1;NA;NA;NA;NA;NA; NA;NA","NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","2020-09-24; 2020-09-29;2020-10-01;2020-10-05;2020-10-07; 2020-10-08;2020-10-19; 2020-10-21;2020-10-26;2020-11-03;2020-11-04;2020-12-14;2020-12-21","https://masks4canada.org/2020/09/25/covid19-school-report-cecce-schools-reported-by-ontario-phu/;https://masks4canada.org/2020/09/29/covid19-school-report-cecce-schools-ottawa-phu-list-sep-29-2020/;https://masks4canada.org/2020/10/01/covid19-school-report-cecce-schools-oct-1-2020/;https://masks4canada.org/2020/10/06/covid19-school-report-ottawa-outbreak-list-oct-6-2020/;https://masks4canada.org/2020/10/08/covid19-school-report-cecce-schools-as-reported-by-ontario-phu-oct-7-2020/;https://masks4canada.org/2020/10/08/covid19-school-report-cecce-schools-reported-by-ontario-phu-oct-8-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-19T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-21T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-26T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-03T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-04T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed",1,"2020-10-05","Declared outbreak","CECCE","Secondary","Ottawa","ON",45.4006231,-75.6415789
"Cobblestone Elementary School","1;1","NA;NA","NA;NA","2020-09-24;2020-09-25","https://masks4canada.org/2020/09/25/covid19-school-report-cobblestone-elementary-grand-erie-dsb-sep-24-2020/;https://masks4canada.org/2020/09/25/covid19-school-report-cobblestone-grand-erie-dsb-sep-25-2020/",1,"2020-09-25","Declared outbreak","Grand Erie DSB","Elementary","Paris","ON",43.1793655,-80.3947353
"D'Arcy McGee Catholic School","1;1;1","1","1;1","2020-09-24 ; 2020-09-28 ; 2020-12-15","https://masks4canada.org/2020/09/25/tcdsb-2020-09-24/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","Elementary","York","ON",43.6926394,-79.4426168
"Sister Catherine Donnelly Catholic School","1 ; 1",NA,NA,"2020-09-24 ; 2020-12-14","https://masks4canada.org/2020/09/25/covid19-school-report-sister-catherine-donnelly-catholic-school-smcdsb-sep-24-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Simcoe_Muskoka_CDSB_changed",0,NA,"Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Barrie","ON",44.419297,-79.7045097
"St Charles Garnier Catholic School","1;1;1;3;2","1;1;3;2","1","2020-09-24 ; 2020-09-30 ; 2020-11-02 ; 2020-11-12 ; 2020-11-29","https://masks4canada.org/2020/09/25/tcdsb-2020-09-24/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-30T1545.html ; https://masks4canada.org/2020/10/02/tph-declared-outbreak-st-charles-garnier-catholic-school-2020-10-01/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-03T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-12T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html",1,"2020-10-01","Declared outbreak","Toronto CDSB","Elementary","North York","ON",43.7624409,-79.5177492
"St. John Bosco Catholic School","1;3","3","1","2020-09-24 ; 2020-11-02","https://masks4canada.org/2020/09/25/tcdsb-2020-09-24/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-04T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","Elementary","York","ON",43.6886679,-79.4506036
"Our Lady of Grace Catholic School","1",NA,NA,"2020-09-24","https://masks4canada.org/2020/09/25/covid19-school-report-our-lady-of-grace-catholic-school-renfrew-county-dhu-sep-24-202/",0,NA,"Single/unlinked cases","Renfrew County CDSB","Elementary","Westmeath","ON",45.8184205,-76.890689
"Port Perry High School","1 ; 1",NA,NA,"2020-09-24 ; 2020-09-28","https://masks4canada.org/2020/09/25/covid19-school-report-durham-dsb-schools-sep-24-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html",0,NA,"Single/unlinked cases","Durham DSB","Secondary","Port Perry","ON",44.1026492,-78.9523626
"Dr.Roberta Bondar PS","1 ; 2 ; 3",NA,NA,"2020-09-24 ; 2020-12-12 ; 2020-12-16","https://masks4canada.org/2020/09/25/covid19-school-report-durham-dsb-schools-sep-24-2020/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html;https://masks4canada.org/2020/12/21/dr-roberta-bondar-ps-school-outbreak-2020-12-15/",1,"2020-12-15","Declared outbreak","Durham DSB","Elementary","Ajax","ON",43.8713559,-79.0335882
"Nelson High School","1 ; 1 ; 1 ; 1 ; 4 ; 1 ; 1",NA,NA,"2020-09-24 ; 2020-09-28 ; 2020-10-13 ; 2020-10-14 ; 2020-10-15 ; 2020-12-11 ; 2020-12-21","https://masks4canada.org/2020/09/25/covid19-school-report-halton-dsb-schools-sep-24-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-13T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-14T2034.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html",0,NA,"Single/unlinked cases","Halton DSB","Secondary","Burlington","ON",43.3582848,-79.7655134
"West Oak Public School","1 ; 1 ; 1",NA,NA,"2020-09-24 ; 2020-10-08 ; 2020-10-13","https://masks4canada.org/2020/09/25/covid19-school-report-halton-dsb-schools-sep-24-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-08T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-13T1545.html",0,NA,"Single/unlinked cases","Halton DSB","Elementary","Oakville","ON",43.4484612,-79.7359827
"Holy Trinity Catholic Secondary School","1 ; 1 ; 1",NA,NA,"2020-09-23 ; 2020-11-09 ; 2020-12-02","https://masks4canada.org/2020/09/25/halton-cdsb-covid-19-advisory-board/ ;https://www.cp24.com/news/tracking-ontario-s-covid-19-cases-in-schools-and-child-care-centres-1.5105605?cache=oqiidxrowfmq%C2%A0;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html",0,NA,"Single/unlinked cases","Halton CDSB","Secondary","Oakville","ON",43.4723923,-79.7241118
"St. Francis of Assisi Catholic Elementary School","1 ; 2 ; 2 ; 2",NA,NA,"2020-09-24 ; 2020-09-29 ; 2020-10-02 ; 2020-10-06","https://masks4canada.org/2020/09/25/halton-cdsb-covid-19-advisory-board/ ;https://www.theifp.ca/news-story/10207861--confirmed-positive-first-case-of-covid-19-in-georgetown-school-shuts-down-2-classrooms/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-29T1635.html;https://www.theifp.ca/news-story/10211994--always-a-concern-more-covid-19-cases-emerge-at-georgetown-school/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-02T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-06T1701.html;https://masks4canada.org/2020/10/19/hdsb-hcdsb-outbreaks-as-of-2020-10-19/",1,"2020-09-29","Declared outbreak","Halton CDSB","Elementary","Georgetown","ON",43.6469933,-79.8949267
"St. Patrick Catholic Elementary School","1 ; 2",NA,NA,"2020-09-24 ; 2020-09-28","https://masks4canada.org/2020/09/25/halton-cdsb-covid-19-advisory-board/ ;https://www.insidehalton.com/news-story/10208746--confirmed-positive-new-covid-case-at-burlington-school-shuts-down-classroom/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html",0,NA,"Single/unlinked cases","Halton CDSB","Elementary","Burlington","ON",43.3698151,-79.7373074
"Father Henry Carr Catholic Secondary School","1;1;1;1;1;1","1;1;1;1;1;1",NA,"2020-09-25 ; 2020-10-14 ; 2020-10-19 ; 2020-11-29 ; 2020-11-30 ; 2020-12-04","https://masks4canada.org/2020/09/25/covid-19-advisories-toronto-cdsb-2020-09-25/;https://masks4canada.org/2020/10/19/toronto-cdsb-covid-19-advisory-2020-10-19/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","Secondary","Etobicoke","ON",43.7360602,-79.5921817
"Le Transit Ecole Specialisee","1;1;2;1;1;1","NA;1;NA;NA;NA;1","1;NA;2;1;1;NA","2020-09-25;2020-09-30;2020-10-02;2020-10-06;2020-10-15;2020-12-09","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-25T15-45-01.html;https://masks4canada.org/2020/09/25/covid19-school-report-cepeo-schools-sep-25-2020/;https://masks4canada.org/2020/09/30/covid19-school-report-cepeo-schools-sep-30-2020/; https://masks4canada.org/2020/10/02/covid19-school-report-cepeo-schools-oct-2-2020/;https://masks4canada.org/2020/10/06/covid-19-school-report-cepeo-schools-oct-6-2020/https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-12T1545.html#Ottawa_PHU_changed; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-15T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changedCarleton_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed",1,"2020-10-06","Declared outbreak","CEPEO","Elementary","Ottawa","ON",45.381156,-75.6263612
"BEN School House","2",NA,NA,"2020-09-24","https://masks4canada.org/2020/09/26/tph-declared-outbreak-in-b-e-n-school-house-2020-09-24/",1,"2020-09-24","Declared outbreak","Private","Elementary","York","ON",43.687573,-79.4546532
"Lycée Claudel","2","2",NA,"2020-09-23","https://masks4canada.org/2020/09/27/covid19-school-report-ottawa-phu-outbreak-listing-sep-27-2020/",1,"2020-09-23","Declared outbreak","Private","Elementary","Ottawa","ON",45.4063142,-75.6635808
"École Élémentaire Publique Francojeunesse","1;3;1;1","1;NA;1;NA","NA;3;NA;1","2020-09-28;2020-09-30;2020-11-19;2020-12-02","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://masks4canada.org/2020/09/30/covid19-school-report-cepeo-schools-sep-30-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed",0,NA,"Single/unlinked cases","CEPEO","Elementary","Ottawa","ON",45.4245486,-75.6803887
"École élémentaire publique Jeanne-Sauvé","1;1","1;1","NA;NA","2020-09-28;2020-10-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://masks4canada.org/2020/10/09/covid19-school-report-cepeo-schools-oct-8-2020/",0,NA,"Single/unlinked cases","CEPEO","Elementary","OrlÃ©ans","ON",45.4654791,-75.4849774
"École élémentaire catholique l'Étoile-de-l'Est","1",NA,NA,"2020-09-28","https://masks4canada.org/2020/09/28/covid-19/",0,NA,"Single/unlinked cases","CECCE","Elementary","OrlÃ©ans","ON",45.4569967,-75.5328736
"École secondaire catholique Béatrice-Desloges","1;2;1;1;4;1","NA;1;NA;NA;NA;NA","NA;1;NA;NA;NA;NA","2020-09-28;2020-10-08;2020-11-05;2020-11-10;2020-11-30;2020-12-10","https://masks4canada.org/2020/09/28/covid-19/;https://masks4canada.org/2020/10/08/covid19-school-report-cecce-schools-reported-by-ontario-phu-oct-8-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-11T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-15T1545.html#Ottawa_PHU_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed",1,"2020-11-12","Declared outbreak","CECCE","Secondary","OrlÃ©ans","ON",45.468304,-75.4583544
"École élémentaire La Mosaique","1;1;1","1;1;1",NA,"2020-09-28 ; 2020-11-03 ; 2020-11-24","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html#CS_Viamonde;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-03T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html",0,NA,"Single/unlinked cases","CS Viamonde","Elementary","Toronto","ON",43.6872255,-79.3301576
"St. Francis De Sales School","1;1;1;1;1;1;1;1","1;1;1;1;1;1","1;1","2020-09-28 ; 2020-10-19 ; 2020-11-05 ; 2020-11-13 ; 2020-11-17 ; 2020-12-06 ; 2020-12-18 ; 2020-12-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html;https://masks4canada.org/2020/10/19/toronto-cdsb-covid-19-advisory-2020-10-19/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-05T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html;https://masks4canada.org/2020/11/18/toronto-cdsb-covid-19-advisory-2020-11-17/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-22T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","Elementary","North York","ON",43.7541725,-79.5190322
"St. Mary Catholic Academy","1;1;1;1;1;1","1;1;1;1;1","1","2020-09-28 ; 2020-10-22 ; 2020-10-31 ; 2020-11-22 ; 2020-12-06 ; 2020-12-14","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-23T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html;https://masks4canada.org/2020/11/02/tph-covid-19-outbreaks-in-school-2020-11-02/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Toronto_CDSB_changed",1,"2020-11-01","Declared outbreak","Toronto CDSB","Secondary","Toronto","ON",43.6579956,-79.4319397
"St Gregory Elementary School","1;1","1;1",NA,"2020-09-28 ; 2020-10-06","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-06T1701.html",0,NA,"Single/unlinked cases","Toronto CDSB","Elementary","Etobicoke","ON",43.6607669,-79.5446257
"Madonna Catholic Secondary School","1;1;1;1;1","1;1;1;1;1",NA,"2020-09-28 ; 2020-10-01 ; 2020-11-09 ; 2020-11-18 ; 2020-12-03","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html;https://masks4canada.org/2020/10/01/toronto-cdsb-covid-19-advisory-2020-10-01/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html ;https://masks4canada.org/2020/11/19/toronto-cdsb-covid-19-advisory-2020-11-18/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","Secondary","North York","ON",43.7295628,-79.477825
"Ferndale Public School","1","N/A","N/A","2020-09-28","https://www.dsbn.org/covid-19-information/covid-19-public-advisory",0,"","Single/unlinked cases","Niagara DSB","Elementary","St Catharines","ON",43.1504486,-79.2117866
"Admiral Collingwood Elementary School","1","N/A","N/A","2020-09-28","https://www.scdsb.on.ca/covid-19/advisory_board;https://www.collingwoodtoday.ca/coronavirus-covid-19-local-news/admiral-school-confirms-positive-covid-case-2747383",0,"","Single/unlinked cases","Simcoe County DSB","Elementary","Collingwood","ON",44.4862806,-80.2029489
"St. Paul's Catholic School","1 ; 1 ; 1","N/A","N/A","2020-09-28 ; 2020-11-14 ; 2020-12-09","https://www.smcdsb.on.ca/school_re-_opening/c_o_v_i_d-19_advisory_school_status;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-14T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Alliston","ON",44.1643968,-79.8694087
"St. Angela Merici Catholic School","1 ; 1","N/A","N/A","2020-09-27 ; 2020-10-29","https://www.smcdsb.on.ca/school_re-_opening/c_o_v_i_d-19_advisory_school_status;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-29T1545.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Bradford","ON",44.1010711,-79.5866564
"Mohawk Gardens Public School","1 ; 1",NA,NA,"2020-09-28 ; 2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html ;https://www.inhalton.com/new-covid-19-cases-in-burlington-and-oakville-schools;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html",0,NA,"Single/unlinked cases","Halton DSB","Elementary","Burlington","ON",43.3707433,-79.7399221
"White Oaks Secondary School","1 ; 1 ; 1 ; 1 ; 1",NA,NA,"2020-09-28 ; 2020-10-07 ; 2020-10-25 ; 2020-11-09 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html ;https://www.inhalton.com/new-covid-19-cases-in-burlington-and-oakville-schools ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-07T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-25T2054.html ; https://masks4canada.org/2020/10/29/white-oaks-secondary-school-covid-school-letter/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-09T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,NA,"Single/unlinked cases","Halton DSB","Secondary","Oakville","ON",43.4634373,-79.7018166
"C.E. Broughton Public School","2",NA,NA,"2020-09-28","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-28T1627.html",0,NA,"Single/unlinked cases","Durham DSB","Mixed","Whitby","ON",43.8863558,-78.9270123
"St. Columba Catholic School","2;1","2;1",NA,"2020-09-29 ; 2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-09-29T1635.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","Mixed","Scarborough","ON",43.8061749,-79.2120343
